date,STATION,faw_obs,faw_model,residual
2024-07-25,Flickner Tech Farm,0.032,0.053,-0.020
2024-07-25,Garden City,0.519,0.620,-0.101
2024-07-25,Goodland Tech Farm,0.570,0.405,0.165
2024-07-25,Gove 5SE,0.132,0.259,-0.127
2024-07-25,Gypsum,0.015,0.000,0.015
2024-07-25,Harper,0.149,0.186,-0.036
2024-07-25,Hays,0.252,0.355,-0.103
2024-07-25,Haysville 3SE,0.141,0.184,-0.043
2024-07-25,Hiawatha,0.340,0.377,-0.037
2024-07-25,Hodgeman,0.516,0.550,-0.034
2024-07-25,Hoisington 4S,0.125,0.071,0.054
2024-07-25,Howard 14NW,0.099,0.060,0.039
2024-07-25,Hutchinson 10SW,0.084,0.026,0.058
2024-07-25,Jewell,0.050,0.123,-0.073
2024-07-25,Kinsley 6S,0.378,0.554,-0.175
2024-07-25,Lake City,0.320,0.523,-0.203
2024-07-25,Lakin,0.150,0.330,-0.180
2024-07-25,Lane,0.490,0.516,-0.026
2024-07-25,Leoti,0.296,0.229,0.067
2024-07-25,Little River 2W,0.063,0.129,-0.067
2024-07-25,Ludell 3N,0.186,0.319,-0.134
2024-07-25,Manhattan,0.353,0.559,-0.205
2024-07-25,McPherson 1S,0.199,0.150,0.048
2024-07-25,Meade,0.371,0.404,-0.033
2024-07-25,Miami,0.249,0.356,-0.107
2024-07-25,Mitchell,0.037,0.062,-0.026
2024-07-25,Moscow 10NW,0.365,0.313,0.052
2024-07-25,Norton 4SW,0.502,0.384,0.118
2024-07-25,Oberlin 7NE,0.246,0.261,-0.015
2024-07-25,Osborne,0.422,0.345,0.077
2024-07-25,Oskaloosa 1SE,0.568,0.557,0.012
2024-07-25,Ottawa 2SE,0.608,0.445,0.163
2024-07-25,Overbrook,0.507,0.414,0.093
2024-07-25,Parsons,0.091,0.216,-0.125
2024-07-25,Phillipsburg 1SW,0.244,0.314,-0.070
2024-07-25,Plainville 5N,0.181,0.173,0.007
2024-07-25,Richfield,0.806,0.762,0.044
2024-07-25,Rossville 2SE,0.755,0.451,0.304
2024-07-25,Roth Tech Farm,0.769,0.551,0.218
2024-07-25,Russell Springs 3SW,0.160,0.392,-0.232
2024-07-25,Satanta,0.539,0.374,0.165
2024-07-25,Scott City 3SE,0.500,0.437,0.062
2024-07-25,Sedan,0.516,0.328,0.188
2024-07-25,Silver Lake 4E,0.486,0.519,-0.032
2024-07-25,Spearville,0.785,0.502,0.283
2024-07-25,St John 1NW,0.312,0.339,-0.026
2024-07-25,Tribune,0.381,0.324,0.057
2024-07-25,Uniontown 3NW,0.462,0.279,0.182
2024-07-25,Viola,0.072,0.038,0.034
2024-07-25,WaKeeney,0.198,0.190,0.009
2024-07-25,Washington,0.377,0.351,0.026
2024-07-25,Welda 3E,0.105,0.305,-0.200
2024-07-25,Willis Tech Farm,0.308,0.448,-0.140
2024-07-25,Woodson,0.016,0.113,-0.097
2024-07-26,Ashland 8S,0.357,0.420,-0.063
2024-07-26,Ashland Bottoms,0.657,0.566,0.091
2024-07-26,Belleville 2W,0.246,0.185,0.060
2024-07-26,Bunker Hill 3NE,0.202,0.128,0.074
2024-07-26,Butler,0.018,0.071,-0.053
2024-07-26,Cheyenne,0.626,0.654,-0.028
2024-07-26,Clay,0.084,0.086,-0.002
2024-07-26,Colby,0.707,0.400,0.307
2024-07-26,Corning 2NW,0.204,0.424,-0.221
2024-07-26,Elmdale 1SE,0.283,0.328,-0.044
2024-07-26,Flickner Tech Farm,0.029,0.050,-0.021
2024-07-26,Garden City,0.471,0.598,-0.127
2024-07-26,Goodland Tech Farm,0.544,0.397,0.147
2024-07-26,Gove 5SE,0.126,0.250,-0.124
2024-07-26,Gypsum,0.014,0.000,0.014
2024-07-26,Harper,0.129,0.171,-0.042
2024-07-26,Hays,0.205,0.340,-0.136
2024-07-26,Haysville 3SE,0.137,0.176,-0.039
2024-07-26,Hiawatha,0.322,0.360,-0.038
2024-07-26,Hodgeman,0.468,0.528,-0.059
2024-07-26,Hoisington 4S,0.130,0.066,0.064
2024-07-26,Howard 14NW,0.095,0.059,0.036
2024-07-26,Hutchinson 10SW,0.084,0.022,0.062
2024-07-26,Jewell,0.047,0.119,-0.072
2024-07-26,Kinsley 6S,0.344,0.528,-0.184
2024-07-26,Lake City,0.291,0.492,-0.201
2024-07-26,Lakin,0.147,0.320,-0.172
2024-07-26,Lane,0.472,0.497,-0.025
2024-07-26,Leoti,0.281,0.223,0.058
2024-07-26,Little River 2W,0.057,0.123,-0.066
2024-07-26,Ludell 3N,0.177,0.312,-0.135
2024-07-26,Manhattan,0.331,0.536,-0.205
2024-07-26,McPherson 1S,0.195,0.144,0.051
2024-07-26,Meade,0.325,0.389,-0.064
2024-07-26,Miami,0.218,0.343,-0.125
2024-07-26,Mitchell,0.037,0.060,-0.024
2024-07-26,Moscow 10NW,0.350,0.305,0.046
2024-07-26,Norton 4SW,0.494,0.370,0.124
2024-07-26,Oberlin 7NE,0.241,0.253,-0.013
2024-07-26,Olathe,0.218,0.358,-0.141
2024-07-26,Osborne,0.374,0.333,0.041
2024-07-26,Oskaloosa 1SE,0.534,0.537,-0.002
2024-07-26,Ottawa 2SE,0.575,0.430,0.146
2024-07-26,Overbrook,0.478,0.400,0.078
2024-07-26,Parsons,0.084,0.206,-0.122
2024-07-26,Phillipsburg 1SW,0.235,0.302,-0.067
2024-07-26,Plainville 5N,0.182,0.166,0.015
2024-07-26,Richfield,0.775,0.737,0.038
2024-07-26,Rossville 2SE,0.736,0.435,0.301
2024-07-26,Roth Tech Farm,0.768,0.531,0.237
2024-07-26,Russell Springs 3SW,0.159,0.380,-0.222
2024-07-26,Satanta,0.517,0.363,0.154
2024-07-26,Scott City 3SE,0.475,0.422,0.054
2024-07-26,Sedan,0.514,0.318,0.196
2024-07-26,Silver Lake 4E,0.457,0.500,-0.043
2024-07-26,Spearville,0.763,0.481,0.282
2024-07-26,St John 1NW,0.293,0.321,-0.028
2024-07-26,Tribune,0.329,0.316,0.013
2024-07-26,Uniontown 3NW,0.462,0.268,0.194
2024-07-26,Viola,0.069,0.034,0.035
2024-07-26,WaKeeney,0.200,0.181,0.018
2024-07-26,Washington,0.375,0.335,0.039
2024-07-26,Welda 3E,0.086,0.294,-0.208
2024-07-26,Willis Tech Farm,0.266,0.433,-0.167
2024-07-26,Woodson,0.012,0.109,-0.098
2024-07-27,Ashland 8S,0.344,0.399,-0.055
2024-07-27,Ashland Bottoms,0.631,0.543,0.089
2024-07-27,Belleville 2W,0.237,0.178,0.059
2024-07-27,Bunker Hill 3NE,0.193,0.122,0.070
2024-07-27,Butler,0.013,0.068,-0.055
2024-07-27,Cheyenne,0.609,0.636,-0.027
2024-07-27,Clay,0.082,0.081,0.001
2024-07-27,Colby,0.682,0.389,0.293
2024-07-27,Corning 2NW,0.181,0.405,-0.224
2024-07-27,Elmdale 1SE,0.256,0.315,-0.059
2024-07-27,Flickner Tech Farm,0.026,0.047,-0.021
2024-07-27,Garden City,0.427,0.575,-0.148
2024-07-27,Goodland Tech Farm,0.523,0.389,0.135
2024-07-27,Gove 5SE,0.120,0.240,-0.120
2024-07-27,Gypsum,0.012,0.000,0.012
2024-07-27,Harper,0.114,0.158,-0.044
2024-07-27,Hays,0.166,0.325,-0.159
2024-07-27,Haysville 3SE,0.133,0.169,-0.036
2024-07-27,Hiawatha,0.298,0.343,-0.044
2024-07-27,Hodgeman,0.424,0.505,-0.081
2024-07-27,Hoisington 4S,0.129,0.061,0.068
2024-07-27,Howard 14NW,0.094,0.059,0.035
2024-07-27,Hutchinson 10SW,0.080,0.018,0.062
2024-07-27,Jewell,0.041,0.115,-0.073
2024-07-27,Kinsley 6S,0.325,0.502,-0.177
2024-07-27,Lake City,0.262,0.463,-0.201
2024-07-27,Lakin,0.143,0.308,-0.166
2024-07-27,Lane,0.455,0.478,-0.023
2024-07-27,Leoti,0.260,0.216,0.044
2024-07-27,Little River 2W,0.051,0.117,-0.067
2024-07-27,Ludell 3N,0.173,0.304,-0.131
2024-07-27,Manhattan,0.310,0.514,-0.204
2024-07-27,McPherson 1S,0.190,0.137,0.053
2024-07-27,Meade,0.279,0.375,-0.095
2024-07-27,Miami,0.193,0.327,-0.134
2024-07-27,Mitchell,0.036,0.058,-0.023
2024-07-27,Moscow 10NW,0.336,0.296,0.040
2024-07-27,Norton 4SW,0.483,0.357,0.126
2024-07-27,Oberlin 7NE,0.234,0.246,-0.012
2024-07-27,Olathe,0.195,0.343,-0.148
2024-07-27,Osborne,0.324,0.320,0.004
2024-07-27,Oskaloosa 1SE,0.493,0.515,-0.022
2024-07-27,Ottawa 2SE,0.537,0.412,0.125
2024-07-27,Overbrook,0.447,0.385,0.062
2024-07-27,Parsons,0.079,0.197,-0.118
2024-07-27,Phillipsburg 1SW,0.225,0.291,-0.066
2024-07-27,Plainville 5N,0.180,0.159,0.020
2024-07-27,Richfield,0.742,0.712,0.029
2024-07-27,Rossville 2SE,0.720,0.418,0.302
2024-07-27,Roth Tech Farm,0.763,0.511,0.252
2024-07-27,Russell Springs 3SW,0.157,0.369,-0.211
2024-07-27,Satanta,0.495,0.350,0.144
2024-07-27,Scott City 3SE,0.451,0.406,0.045
2024-07-27,Sedan,0.511,0.309,0.202
2024-07-27,Silver Lake 4E,0.421,0.481,-0.060
2024-07-27,Spearville,0.743,0.460,0.282
2024-07-27,St John 1NW,0.276,0.303,-0.027
2024-07-27,Tribune,0.279,0.307,-0.028
2024-07-27,Uniontown 3NW,0.462,0.255,0.207
2024-07-27,Viola,0.066,0.031,0.035
2024-07-27,WaKeeney,0.198,0.173,0.025
2024-07-27,Washington,0.366,0.320,0.046
2024-07-27,Welda 3E,0.073,0.281,-0.209
2024-07-27,Willis Tech Farm,0.240,0.417,-0.177
2024-07-27,Woodson,0.008,0.105,-0.097
2024-07-28,Ashland 8S,0.333,0.376,-0.043
2024-07-28,Ashland Bottoms,0.603,0.520,0.083
2024-07-28,Belleville 2W,0.229,0.171,0.059
2024-07-28,Bunker Hill 3NE,0.191,0.116,0.075
2024-07-28,Butler,0.009,0.066,-0.056
2024-07-28,Cheyenne,0.588,0.618,-0.030
2024-07-28,Clay,0.080,0.077,0.004
2024-07-28,Colby,0.659,0.377,0.282
2024-07-28,Corning 2NW,0.163,0.385,-0.222
2024-07-28,Elmdale 1SE,0.233,0.302,-0.069
2024-07-28,Flickner Tech Farm,0.036,0.044,-0.008
2024-07-28,Garden City,0.387,0.552,-0.165
2024-07-28,Goodland Tech Farm,0.500,0.379,0.121
2024-07-28,Gove 5SE,0.117,0.230,-0.113
2024-07-28,Gypsum,0.041,0.039,0.003
2024-07-28,Harper,0.105,0.145,-0.040
2024-07-28,Hays,0.138,0.310,-0.172
2024-07-28,Haysville 3SE,0.130,0.162,-0.032
2024-07-28,Hiawatha,0.279,0.324,-0.045
2024-07-28,Hodgeman,0.387,0.483,-0.096
2024-07-28,Hoisington 4S,0.129,0.056,0.073
2024-07-28,Howard 14NW,0.090,0.058,0.032
2024-07-28,Hutchinson 10SW,0.078,0.015,0.063
2024-07-28,Jewell,0.040,0.110,-0.070
2024-07-28,Kinsley 6S,0.302,0.477,-0.176
2024-07-28,Lake City,0.235,0.434,-0.200
2024-07-28,Lakin,0.135,0.296,-0.161
2024-07-28,Lane,0.439,0.458,-0.019
2024-07-28,Leoti,0.246,0.208,0.039
2024-07-28,Little River 2W,0.044,0.112,-0.067
2024-07-28,Ludell 3N,0.170,0.296,-0.126
2024-07-28,Manhattan,0.287,0.492,-0.205
2024-07-28,McPherson 1S,0.332,0.148,0.184
2024-07-28,Meade,0.237,0.358,-0.121
2024-07-28,Miami,0.178,0.311,-0.133
2024-07-28,Mitchell,0.037,0.056,-0.019
2024-07-28,Moscow 10NW,0.330,0.285,0.045
2024-07-28,Norton 4SW,0.472,0.344,0.128
2024-07-28,Oberlin 7NE,0.230,0.241,-0.011
2024-07-28,Olathe,0.216,0.387,-0.171
2024-07-28,Osborne,0.281,0.307,-0.026
2024-07-28,Oskaloosa 1SE,0.461,0.492,-0.031
2024-07-28,Ottawa 2SE,0.509,0.394,0.115
2024-07-28,Overbrook,0.421,0.368,0.053
2024-07-28,Parsons,0.072,0.187,-0.115
2024-07-28,Phillipsburg 1SW,0.217,0.300,-0.082
2024-07-28,Plainville 5N,0.231,0.226,0.005
2024-07-28,Richfield,0.714,0.687,0.028
2024-07-28,Rossville 2SE,0.701,0.400,0.301
2024-07-28,Roth Tech Farm,0.758,0.491,0.267
2024-07-28,Russell Springs 3SW,0.155,0.356,-0.200
2024-07-28,Satanta,0.476,0.337,0.139
2024-07-28,Scott City 3SE,0.431,0.389,0.041
2024-07-28,Sedan,0.508,0.301,0.207
2024-07-28,Silver Lake 4E,0.390,0.461,-0.071
2024-07-28,Spearville,0.722,0.439,0.283
2024-07-28,St John 1NW,0.261,0.286,-0.025
2024-07-28,Tribune,0.238,0.296,-0.058
2024-07-28,Uniontown 3NW,0.462,0.242,0.220
2024-07-28,Viola,0.064,0.027,0.036
2024-07-28,WaKeeney,0.197,0.165,0.032
2024-07-28,Washington,0.356,0.305,0.051
2024-07-28,Welda 3E,0.072,0.299,-0.227
2024-07-28,Willis Tech Farm,0.227,0.400,-0.173
2024-07-28,Woodson,0.003,0.100,-0.097
2024-07-29,Ashland 8S,0.314,0.354,-0.039
2024-07-29,Ashland Bottoms,0.587,0.497,0.090
2024-07-29,Belleville 2W,0.228,0.164,0.064
2024-07-29,Bunker Hill 3NE,0.186,0.121,0.065
2024-07-29,Butler,0.007,0.064,-0.057
2024-07-29,Cheyenne,0.567,0.599,-0.032
2024-07-29,Clay,0.086,0.072,0.014
2024-07-29,Colby,0.633,0.365,0.269
2024-07-29,Corning 2NW,0.148,0.364,-0.216
2024-07-29,Elmdale 1SE,0.224,0.289,-0.065
2024-07-29,Flickner Tech Farm,0.178,0.042,0.136
2024-07-29,Garden City,0.343,0.528,-0.185
2024-07-29,Goodland Tech Farm,0.483,0.368,0.115
2024-07-29,Gove 5SE,0.119,0.219,-0.100
2024-07-29,Gypsum,0.038,0.037,0.001
2024-07-29,Harper,0.100,0.133,-0.033
2024-07-29,Hays,0.242,0.313,-0.071
2024-07-29,Haysville 3SE,0.125,0.155,-0.030
2024-07-29,Hiawatha,0.264,0.304,-0.040
2024-07-29,Hodgeman,0.351,0.460,-0.108
2024-07-29,Hoisington 4S,0.133,0.050,0.083
2024-07-29,Howard 14NW,0.211,0.241,-0.029
2024-07-29,Hutchinson 10SW,0.077,0.012,0.064
2024-07-29,Jewell,0.038,0.105,-0.066
2024-07-29,Kinsley 6S,0.280,0.452,-0.172
2024-07-29,Lake City,0.209,0.407,-0.198
2024-07-29,Lakin,0.133,0.282,-0.149
2024-07-29,Lane,0.424,0.438,-0.014
2024-07-29,Leoti,0.231,0.198,0.033
2024-07-29,Little River 2W,0.041,0.107,-0.065
2024-07-29,Ludell 3N,0.178,0.304,-0.126
2024-07-29,Manhattan,0.272,0.470,-0.198
2024-07-29,McPherson 1S,0.348,0.142,0.206
2024-07-29,Meade,0.184,0.341,-0.157
2024-07-29,Miami,0.167,0.292,-0.126
2024-07-29,Mitchell,0.039,0.053,-0.013
2024-07-29,Moscow 10NW,0.327,0.273,0.055
2024-07-29,Norton 4SW,0.462,0.331,0.132
2024-07-29,Oberlin 7NE,0.231,0.233,-0.002
2024-07-29,Olathe,0.197,0.366,-0.169
2024-07-29,Osborne,0.264,0.293,-0.029
2024-07-29,Oskaloosa 1SE,0.433,0.468,-0.036
2024-07-29,Ottawa 2SE,0.488,0.374,0.114
2024-07-29,Overbrook,0.404,0.351,0.054
2024-07-29,Parsons,0.081,0.178,-0.097
2024-07-29,Phillipsburg 1SW,0.220,0.286,-0.066
2024-07-29,Plainville 5N,0.407,0.426,-0.019
2024-07-29,Richfield,0.683,0.660,0.022
2024-07-29,Rossville 2SE,0.689,0.382,0.307
2024-07-29,Roth Tech Farm,0.754,0.469,0.285
2024-07-29,Russell Springs 3SW,0.152,0.342,-0.190
2024-07-29,Satanta,0.453,0.322,0.131
2024-07-29,Scott City 3SE,0.408,0.372,0.036
2024-07-29,Sedan,0.516,0.324,0.192
2024-07-29,Silver Lake 4E,0.364,0.440,-0.076
2024-07-29,Spearville,0.699,0.417,0.282
2024-07-29,St John 1NW,0.237,0.270,-0.033
2024-07-29,Tribune,0.206,0.284,-0.079
2024-07-29,Uniontown 3NW,0.462,0.228,0.233
2024-07-29,Viola,0.062,0.025,0.037
2024-07-29,WaKeeney,0.195,0.156,0.039
2024-07-29,Washington,0.350,0.292,0.058
2024-07-29,Welda 3E,0.074,0.284,-0.209
2024-07-29,Willis Tech Farm,0.216,0.382,-0.166
2024-07-29,Woodson,0.007,0.094,-0.087
2024-07-30,Ashland 8S,0.304,0.331,-0.027
2024-07-30,Ashland Bottoms,0.572,0.476,0.095
2024-07-30,Belleville 2W,0.223,0.158,0.065
2024-07-30,Bunker Hill 3NE,0.180,0.115,0.065
2024-07-30,Butler,0.005,0.063,-0.058
2024-07-30,Cherokee,0.102,0.084,0.018
2024-07-30,Cheyenne,0.539,0.579,-0.041
2024-07-30,Clay,0.086,0.069,0.016
2024-07-30,Colby,0.601,0.352,0.249
2024-07-30,Corning 2NW,0.133,0.345,-0.212
2024-07-30,Elmdale 1SE,0.211,0.278,-0.067
2024-07-30,Flickner Tech Farm,0.171,0.043,0.128
2024-07-30,Garden City,0.309,0.504,-0.195
2024-07-30,Goodland Tech Farm,0.466,0.357,0.109
2024-07-30,Gove 5SE,0.116,0.209,-0.093
2024-07-30,Gypsum,0.038,0.038,-0.000
2024-07-30,Harper,0.094,0.123,-0.029
2024-07-30,Hays,0.191,0.298,-0.107
2024-07-30,Haysville 3SE,0.122,0.151,-0.029
2024-07-30,Hiawatha,0.239,0.285,-0.046
2024-07-30,Hodgeman,0.321,0.437,-0.117
2024-07-30,Hoisington 4S,0.134,0.046,0.088
2024-07-30,Howard 14NW,0.188,0.233,-0.045
2024-07-30,Hutchinson 10SW,0.077,0.012,0.064
2024-07-30,Jewell,0.035,0.100,-0.065
2024-07-30,Kinsley 6S,0.265,0.428,-0.164
2024-07-30,Lake City,0.195,0.382,-0.187
2024-07-30,Lakin,0.126,0.268,-0.142
2024-07-30,Lane,0.408,0.418,-0.010
2024-07-30,Leoti,0.215,0.188,0.027
2024-07-30,Little River 2W,0.037,0.104,-0.068
2024-07-30,Ludell 3N,0.178,0.295,-0.117
2024-07-30,Manhattan,0.256,0.450,-0.194
2024-07-30,McPherson 1S,0.234,0.139,0.095
2024-07-30,Meade,0.139,0.323,-0.184
2024-07-30,Miami,0.155,0.274,-0.119
2024-07-30,Mitchell,0.041,0.051,-0.009
2024-07-30,Moscow 10NW,0.325,0.260,0.065
2024-07-30,Norton 4SW,0.447,0.318,0.128
2024-07-30,Oberlin 7NE,0.231,0.226,0.005
2024-07-30,Olathe,0.185,0.345,-0.160
2024-07-30,Osborne,0.255,0.280,-0.025
2024-07-30,Oskaloosa 1SE,0.396,0.444,-0.048
2024-07-30,Ottawa 2SE,0.468,0.355,0.113
2024-07-30,Overbrook,0.388,0.333,0.055
2024-07-30,Parsons,0.074,0.169,-0.095
2024-07-30,Phillipsburg 1SW,0.226,0.274,-0.048
2024-07-30,Plainville 5N,0.373,0.407,-0.035
2024-07-30,Richfield,0.673,0.635,0.038
2024-07-30,Rossville 2SE,0.673,0.363,0.310
2024-07-30,Roth Tech Farm,0.750,0.448,0.302
2024-07-30,Russell Springs 3SW,0.150,0.328,-0.178
2024-07-30,Satanta,0.435,0.306,0.129
2024-07-30,Scott City 3SE,0.388,0.355,0.033
2024-07-30,Sedan,0.517,0.315,0.202
2024-07-30,Silver Lake 4E,0.338,0.419,-0.081
2024-07-30,Spearville,0.676,0.396,0.280
2024-07-30,St John 1NW,0.213,0.255,-0.043
2024-07-30,Tribune,0.186,0.271,-0.086
2024-07-30,Uniontown 3NW,0.143,0.215,-0.072
2024-07-30,Viola,0.062,0.025,0.038
2024-07-30,WaKeeney,0.192,0.147,0.045
2024-07-30,Washington,0.341,0.279,0.062
2024-07-30,Welda 3E,0.073,0.287,-0.214
2024-07-30,Willis Tech Farm,0.208,0.364,-0.156
2024-07-30,Woodson,0.006,0.089,-0.083
2024-07-31,Ashland 8S,0.293,0.309,-0.016
2024-07-31,Ashland Bottoms,0.549,0.457,0.092
2024-07-31,Belleville 2W,0.215,0.153,0.062
2024-07-31,Bunker Hill 3NE,0.180,0.110,0.070
2024-07-31,Butler,0.004,0.062,-0.058
2024-07-31,Cherokee,0.097,0.077,0.020
2024-07-31,Cheyenne,0.492,0.560,-0.068
2024-07-31,Clay,0.086,0.067,0.018
2024-07-31,Colby,0.559,0.340,0.218
2024-07-31,Corning 2NW,0.121,0.326,-0.205
2024-07-31,Elmdale 1SE,0.225,0.309,-0.084
2024-07-31,Flickner Tech Farm,0.154,0.045,0.109
2024-07-31,Garden City,0.278,0.481,-0.203
2024-07-31,Goodland Tech Farm,0.442,0.345,0.097
2024-07-31,Gove 5SE,0.106,0.199,-0.093
2024-07-31,Gypsum,0.036,0.040,-0.004
2024-07-31,Harper,0.090,0.115,-0.025
2024-07-31,Hays,0.147,0.284,-0.137
2024-07-31,Haysville 3SE,0.119,0.148,-0.029
2024-07-31,Hiawatha,0.214,0.266,-0.052
2024-07-31,Hodgeman,0.286,0.416,-0.129
2024-07-31,Hoisington 4S,0.136,0.043,0.093
2024-07-31,Howard 14NW,0.175,0.225,-0.050
2024-07-31,Hutchinson 10SW,0.072,0.014,0.058
2024-07-31,Jewell,0.032,0.096,-0.064
2024-07-31,Kinsley 6S,0.246,0.405,-0.159
2024-07-31,Lake City,0.182,0.359,-0.177
2024-07-31,Lakin,0.120,0.255,-0.135
2024-07-31,Lane,0.392,0.399,-0.007
2024-07-31,Leoti,0.206,0.179,0.027
2024-07-31,Little River 2W,0.032,0.103,-0.072
2024-07-31,Ludell 3N,0.176,0.286,-0.111
2024-07-31,Manhattan,0.233,0.431,-0.198
2024-07-31,McPherson 1S,0.226,0.138,0.088
2024-07-31,Meade,0.111,0.320,-0.209
2024-07-31,Miami,0.136,0.255,-0.119
2024-07-31,Mitchell,0.042,0.049,-0.007
2024-07-31,Moscow 10NW,0.320,0.249,0.072
2024-07-31,Norton 4SW,0.432,0.307,0.125
2024-07-31,Oberlin 7NE,0.231,0.219,0.011
2024-07-31,Olathe,0.170,0.323,-0.153
2024-07-31,Osborne,0.224,0.268,-0.043
2024-07-31,Oskaloosa 1SE,0.347,0.420,-0.074
2024-07-31,Ottawa 2SE,0.439,0.334,0.105
2024-07-31,Overbrook,0.359,0.315,0.044
2024-07-31,Parsons,0.068,0.159,-0.090
2024-07-31,Phillipsburg 1SW,0.225,0.261,-0.037
2024-07-31,Plainville 5N,0.358,0.390,-0.032
2024-07-31,Richfield,0.661,0.610,0.051
2024-07-31,Rossville 2SE,0.657,0.345,0.311
2024-07-31,Roth Tech Farm,0.745,0.428,0.318
2024-07-31,Russell Springs 3SW,0.147,0.315,-0.168
2024-07-31,Satanta,0.418,0.291,0.127
2024-07-31,Scott City 3SE,0.368,0.339,0.029
2024-07-31,Sedan,0.516,0.305,0.210
2024-07-31,Silver Lake 4E,0.311,0.398,-0.087
2024-07-31,Spearville,0.655,0.375,0.280
2024-07-31,St John 1NW,0.190,0.242,-0.052
2024-07-31,Tribune,0.167,0.259,-0.091
2024-07-31,Uniontown 3NW,0.136,0.200,-0.064
2024-07-31,Viola,0.059,0.025,0.033
2024-07-31,WaKeeney,0.188,0.139,0.049
2024-07-31,Washington,0.331,0.268,0.063
2024-07-31,Welda 3E,0.073,0.270,-0.197
2024-07-31,Willis Tech Farm,0.198,0.347,-0.149
2024-07-31,Woodson,0.004,0.081,-0.077
2024-08-01,Ashland 8S,0.283,0.288,-0.005
2024-08-01,Ashland Bottoms,0.630,0.580,0.051
2024-08-01,Belleville 2W,0.210,0.148,0.062
2024-08-01,Bunker Hill 3NE,0.187,0.124,0.063
2024-08-01,Butler,0.120,0.262,-0.142
2024-08-01,Cherokee,0.089,0.067,0.022
2024-08-01,Cheyenne,0.446,0.541,-0.095
2024-08-01,Clay,0.124,0.118,0.006
2024-08-01,Colby,0.513,0.329,0.184
2024-08-01,Corning 2NW,0.196,0.456,-0.260
2024-08-01,Elmdale 1SE,0.286,0.363,-0.076
2024-08-01,Flickner Tech Farm,0.136,0.067,0.069
2024-08-01,Garden City,0.250,0.459,-0.209
2024-08-01,Goodland Tech Farm,0.423,0.333,0.090
2024-08-01,Gove 5SE,0.272,0.543,-0.271
2024-08-01,Gypsum,0.124,0.184,-0.059
2024-08-01,Harper,0.085,0.107,-0.022
2024-08-01,Hays,0.331,0.418,-0.088
2024-08-01,Haysville 3SE,0.116,0.145,-0.029
2024-08-01,Hiawatha,0.246,0.297,-0.051
2024-08-01,Hodgeman,0.263,0.395,-0.133
2024-08-01,Hoisington 4S,0.621,0.343,0.278
2024-08-01,Howard 14NW,0.336,0.464,-0.128
2024-08-01,Hutchinson 10SW,0.182,0.118,0.064
2024-08-01,Jewell,0.185,0.163,0.023
2024-08-01,Kinsley 6S,0.230,0.383,-0.153
2024-08-01,Lake City,0.169,0.336,-0.168
2024-08-01,Lakin,0.113,0.242,-0.129
2024-08-01,Lane,0.375,0.381,-0.007
2024-08-01,Leoti,0.185,0.169,0.016
2024-08-01,Little River 2W,0.023,0.103,-0.079
2024-08-01,Ludell 3N,0.167,0.278,-0.111
2024-08-01,Manhattan,0.298,0.540,-0.242
2024-08-01,McPherson 1S,0.301,0.136,0.164
2024-08-01,Meade,0.095,0.302,-0.206
2024-08-01,Miami,0.123,0.253,-0.130
2024-08-01,Mitchell,0.045,0.069,-0.024
2024-08-01,Moscow 10NW,0.313,0.238,0.075
2024-08-01,Norton 4SW,0.417,0.296,0.121
2024-08-01,Oberlin 7NE,0.225,0.213,0.012
2024-08-01,Olathe,0.181,0.369,-0.189
2024-08-01,Osborne,0.294,0.333,-0.039
2024-08-01,Oskaloosa 1SE,0.475,0.567,-0.092
2024-08-01,Ottawa 2SE,0.411,0.357,0.054
2024-08-01,Overbrook,0.459,0.402,0.057
2024-08-01,Parsons,0.128,0.170,-0.042
2024-08-01,Phillipsburg 1SW,0.454,0.406,0.048
2024-08-01,Plainville 5N,0.341,0.373,-0.032
2024-08-01,Richfield,0.647,0.587,0.060
2024-08-01,Rossville 2SE,0.884,0.558,0.326
2024-08-01,Roth Tech Farm,0.739,0.408,0.331
2024-08-01,Russell Springs 3SW,0.143,0.302,-0.158
2024-08-01,Satanta,0.399,0.277,0.122
2024-08-01,Scott City 3SE,0.350,0.323,0.027
2024-08-01,Sedan,0.513,0.295,0.218
2024-08-01,Silver Lake 4E,0.563,0.569,-0.006
2024-08-01,Spearville,0.632,0.356,0.277
2024-08-01,St John 1NW,0.302,0.312,-0.010
2024-08-01,Tribune,0.155,0.246,-0.091
2024-08-01,Uniontown 3NW,0.136,0.201,-0.065
2024-08-01,Viola,0.057,0.026,0.031
2024-08-01,WaKeeney,0.206,0.258,-0.051
2024-08-01,Washington,0.315,0.258,0.058
2024-08-01,Welda 3E,0.144,0.383,-0.238
2024-08-01,Willis Tech Farm,0.190,0.330,-0.141
2024-08-01,Woodson,0.240,0.214,0.026
2024-08-02,Ashland 8S,0.442,0.442,-0.000
2024-08-02,Ashland Bottoms,0.603,0.555,0.048
2024-08-02,Belleville 2W,0.208,0.144,0.063
2024-08-02,Bunker Hill 3NE,0.183,0.120,0.063
2024-08-02,Butler,0.096,0.251,-0.155
2024-08-02,Cherokee,0.085,0.056,0.029
2024-08-02,Cheyenne,0.406,0.520,-0.114
2024-08-02,Clay,0.111,0.113,-0.002
2024-08-02,Colby,0.473,0.315,0.158
2024-08-02,Corning 2NW,0.169,0.432,-0.263
